"cardmarketId","name","collectorNumber","rarity","expansion","expansionCode","scryfallId","tcgplayerId"
700656,"Dream Weavers (Regular)","447","Common","History Pack 2 - Black Label","2HP-BL",,
708850,"Driftwood Quiver (Cold Foil)","137","Promo","LGS Promos","LGS",,
684817,"Drill Shot (Blue) (Rainbow Foil)","158","Rare","Dynasty","DYN",,
684816,"Drill Shot (Blue) (Regular)","158","Rare","Dynasty","DYN",,
684813,"Drill Shot (Red) (Rainbow Foil)","156","Rare","Dynasty","DYN",,
684812,"Drill Shot (Red) (Regular)","156","Rare","Dynasty","DYN",,
781804,"Drill Shot (Red) (Regular)","010","Rare","Armory Deck: Azalea","AAZ",,
684814,"Drill Shot (Yellow) (Rainbow Foil)","157","Rare","Dynasty","DYN",,
684815,"Drill Shot (Yellow) (Regular)","157","Rare","Dynasty","DYN",,
787676,"Drink 'Em Under the Table (Rainbow Foil)","244","Majestic","Rosetta","ROS",,
787675,"Drink 'Em Under the Table (Regular)","244","Majestic","Rosetta","ROS",,
850963,"Drive Brake (Cold Foil)","056","Promo","Judge Promos","JDG",,
821793,"Drive Brake (Rainbow Foil)","006","Majestic","Armory Deck: Maxx Nitro","AMX",,
600288,"Driving Blade (Blue) (Normal)","WTR146-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600555,"Driving Blade (Blue) (Normal)","022","Common","Welcome to Rathe - Dorinthea Ironsong Hero Deck","TEA",,
600839,"Driving Blade (Blue) (Normal)","WTR146","Common","Welcome to Rathe - Unlimited","WTR-U",,
600287,"Driving Blade (Blue) (Rainbow Foil)","WTR146-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600838,"Driving Blade (Blue) (Rainbow Foil)","WTR146","Common","Welcome to Rathe - Unlimited","WTR-U",,
655343,"Driving Blade (Blue) (Regular)","173","Common","History Pack 1","1HP",,
667125,"Driving Blade (Blue) (Regular)","173","Common","History Pack 1 - Black Label","1HP-BL",,
707923,"Driving Blade (Blue) (Regular)","025","Common","History Pack 1 - Dorinthea Blitz Deck","1HT",,
600284,"Driving Blade (Red) (Normal)","WTR144-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600835,"Driving Blade (Red) (Normal)","WTR144","Common","Welcome to Rathe - Unlimited","WTR-U",,
600545,"Driving Blade (Red) (Normal)","012","Common","Welcome to Rathe - Dorinthea Ironsong Hero Deck","TEA",,
600283,"Driving Blade (Red) (Rainbow Foil)","WTR144-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600834,"Driving Blade (Red) (Rainbow Foil)","WTR144","Common","Welcome to Rathe - Unlimited","WTR-U",,
655337,"Driving Blade (Red) (Regular)","171","Common","History Pack 1","1HP",,
667123,"Driving Blade (Red) (Regular)","171","Common","History Pack 1 - Black Label","1HP-BL",,
707910,"Driving Blade (Red) (Regular)","012","Common","History Pack 1 - Dorinthea Blitz Deck","1HT",,
600286,"Driving Blade (Yellow) (Normal)","WTR145-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600837,"Driving Blade (Yellow) (Normal)","WTR145","Common","Welcome to Rathe - Unlimited","WTR-U",,
600285,"Driving Blade (Yellow) (Rainbow Foil)","WTR145-C","Common","Welcome to Rathe - Alpha","WTR-A",,
600836,"Driving Blade (Yellow) (Rainbow Foil)","WTR145","Common","Welcome to Rathe - Unlimited","WTR-U",,
655340,"Driving Blade (Yellow) (Regular)","172","Common","History Pack 1","1HP",,
660533,"Driving Blade (Yellow) (Regular)","DVR017","Common","Classic Battles: Rhinar vs Dorinthea","DVR",,
667124,"Driving Blade (Yellow) (Regular)","172","Common","History Pack 1 - Black Label","1HP-BL",,
707916,"Driving Blade (Yellow) (Regular)","018","Common","History Pack 1 - Dorinthea Blitz Deck","1HT",,
669854,"Dromai (Cold Foil)","062","Promo","Hero Promos","HER",,
665871,"Dromai (Rainbow Foil)","DRO001","Rare","Uprising - Dromai Blitz Deck","DRO",,
662309,"Dromai (Regular)","002","Token","Uprising","UPR",,
669851,"Dromai, Ash Artist (Cold Foil)","059","Promo","Hero Promos","HER",,
668107,"Dromai, Ash Artist (Rainbow Foil)","066","Promo","Hero Promos","HER",,
662237,"Dromai, Ash Artist (Regular)","001","Token","Uprising","UPR",,
600499,"Drone of Brutality (Blue) (Normal)","025","Rare","Welcome to Rathe - Bravo, Showstopper Hero Deck","BVO",,
600327,"Drone of Brutality (Blue) (Normal)","WTR166-R","Rare","Welcome to Rathe - Alpha","WTR-A",,
600878,"Drone of Brutality (Blue) (Normal)","WTR166","Rare","Welcome to Rathe - Unlimited","WTR-U",,
600326,"Drone of Brutality (Blue) (Rainbow Foil)","WTR166-R","Rare","Welcome to Rathe - Alpha","WTR-A",,
600877,"Drone of Brutality (Blue) (Rainbow Foil)","WTR166","Rare","Welcome to Rathe - Unlimited","WTR-U",,
757250,"Drone of Brutality (Red) (Cold Foil)","023","Promo","Judge Promos","JDG",,
600458,"Drone of Brutality (Red) (Normal)","015","Rare","Welcome to Rathe - Rhinar, Reckless Rampage Hero Deck","RNR",,
600323,"Drone of Brutality (Red) (Normal)","WTR164-R","Rare","Welcome to Rathe - Alpha","WTR-A",,
600874,"Drone of Brutality (Red) (Normal)","WTR164","Rare","Welcome to Rathe - Unlimited","WTR-U",,
600322,"Drone of Brutality (Red) (Rainbow Foil)","WTR164-R","Rare","Welcome to Rathe - Alpha","WTR-A",,
600873,"Drone of Brutality (Red) (Rainbow Foil)","WTR164","Rare","Welcome to Rathe - Unlimited","WTR-U",,
600325,"Drone of Brutality (Yellow) (Normal)","WTR165-R","Rare","Welcome to Rathe - Alpha","WTR-A",,
600876,"Drone of Brutality (Yellow) (Normal)","WTR165","Rare","Welcome to Rathe - Unlimited","WTR-U",,
600324,"Drone of Brutality (Yellow) (Rainbow Foil)","WTR165-R","Rare","Welcome to Rathe - Alpha","WTR-A",,
600875,"Drone of Brutality (Yellow) (Rainbow Foil)","WTR165","Rare","Welcome to Rathe - Unlimited","WTR-U",,
807162,"Drop of Dragon Blood (Extended Art Rainbow Foil)","155","Rare","The Hunted","HNT",,
806943,"Drop of Dragon Blood (Rainbow Foil)","155","Rare","The Hunted","HNT",,
806942,"Drop of Dragon Blood (Regular)","155","Rare","The Hunted","HNT",,
827430,"Drop the Anchor (Rainbow Foil)","100","Rare","High Seas","SEA",,
827429,"Drop the Anchor (Regular)","100","Rare","High Seas","SEA",,
768897,"Droplet (Rainbow Foil)","087","Common","Part the Mistveil","MST",,
768896,"Droplet (Regular)","087","Common","Part the Mistveil","MST",,
607944,"Drowning Dire (Blue) (Rainbow Foil)","112","Common","Everfest - First","EVR-F",,
607943,"Drowning Dire (Blue) (Regular)","112","Common","Everfest - First","EVR-F",,
607940,"Drowning Dire (Red) (Rainbow Foil)","110","Common","Everfest - First","EVR-F",,
607939,"Drowning Dire (Red) (Regular)","110","Common","Everfest - First","EVR-F",,
607942,"Drowning Dire (Yellow) (Rainbow Foil)","111","Common","Everfest - First","EVR-F",,
607941,"Drowning Dire (Yellow) (Regular)","111","Common","Everfest - First","EVR-F",,
829580,"Dry Powder Shot (Extended Art Rainbow Foil)","059","Promo","GEM Pack Promos","GEM",,
829579,"Dry Powder Shot (Extended Art Regular)","059","Promo","GEM Pack Promos","GEM",,
827441,"Dry Powder Shot (Rainbow Foil)","106","Common","High Seas","SEA",,
827440,"Dry Powder Shot (Regular)","106","Common","High Seas","SEA",,
807076,"Dual Threat (Rainbow Foil)","223","Majestic","The Hunted","HNT",,
807075,"Dual Threat (Regular)","223","Majestic","The Hunted","HNT",,
734606,"Dumpster Dive (Blue) (Rainbow Foil)","197","Common","Bright Lights","EVO",,
734605,"Dumpster Dive (Blue) (Regular)","197","Common","Bright Lights","EVO",,
734602,"Dumpster Dive (Red) (Rainbow Foil)","195","Common","Bright Lights","EVO",,
734601,"Dumpster Dive (Red) (Regular)","195","Common","Bright Lights","EVO",,
734604,"Dumpster Dive (Yellow) (Rainbow Foil)","196","Common","Bright Lights","EVO",,
734603,"Dumpster Dive (Yellow) (Regular)","196","Common","Bright Lights","EVO",,
663139,"Dunebreaker Cenipai (Blue) (Rainbow Foil)","023","Common","Uprising","UPR",,
663140,"Dunebreaker Cenipai (Blue) (Regular)","023","Common","Uprising","UPR",,
663136,"Dunebreaker Cenipai (Red) (Rainbow Foil)","021","Common","Uprising","UPR",,
663135,"Dunebreaker Cenipai (Red) (Regular)","021","Common","Uprising","UPR",,
665930,"Dunebreaker Cenipai (Red) (Regular)","DRO015","Common","Uprising - Dromai Blitz Deck","DRO",,
663138,"Dunebreaker Cenipai (Yellow) (Rainbow Foil)","022","Common","Uprising","UPR",,
663137,"Dunebreaker Cenipai (Yellow) (Regular)","022","Common","Uprising","UPR",,
604949,"Dusk Path Pilgrimage (Blue) (Extended Art Rainbow Foil)","062","Promo","LGS Promos","LGS",,
602791,"Dusk Path Pilgrimage (Blue) (Normal)","MON112","Rare","Monarch - First","MON-F",,
603382,"Dusk Path Pilgrimage (Blue) (Normal)","MON112","Rare","Monarch - Unlimited","MON-U",,
602792,"Dusk Path Pilgrimage (Blue) (Rainbow Foil)","MON112","Rare","Monarch - First","MON-F",,
603383,"Dusk Path Pilgrimage (Blue) (Rainbow Foil)","MON112","Rare","Monarch - Unlimited","MON-U",,
604947,"Dusk Path Pilgrimage (Red) (Extended Art Rainbow Foil)","060","Promo","LGS Promos","LGS",,
602787,"Dusk Path Pilgrimage (Red) (Normal)","MON110","Rare","Monarch - First","MON-F",,
603378,"Dusk Path Pilgrimage (Red) (Normal)","MON110","Rare","Monarch - Unlimited","MON-U",,
603817,"Dusk Path Pilgrimage (Red) (Normal)","029","Rare","Monarch - Boltyn Blitz Deck","BOL",,
602788,"Dusk Path Pilgrimage (Red) (Rainbow Foil)","MON110","Rare","Monarch - First","MON-F",,
603379,"Dusk Path Pilgrimage (Red) (Rainbow Foil)","MON110","Rare","Monarch - Unlimited","MON-U",,
604948,"Dusk Path Pilgrimage (Yellow) (Extended Art Rainbow Foil)","061","Promo","LGS Promos","LGS",,
602789,"Dusk Path Pilgrimage (Yellow) (Normal)","MON111","Rare","Monarch - First","MON-F",,
603380,"Dusk Path Pilgrimage (Yellow) (Normal)","MON111","Rare","Monarch - Unlimited","MON-U",,
602790,"Dusk Path Pilgrimage (Yellow) (Rainbow Foil)","MON111","Rare","Monarch - First","MON-F",,
603381,"Dusk Path Pilgrimage (Yellow) (Rainbow Foil)","MON111","Rare","Monarch - Unlimited","MON-U",,
604307,"Duskblade (Cold Foil)","ELE223","Majestic","Tales of Aria - First","ELE-F",,
604306,"Duskblade (Normal)","ELE223","Majestic","Tales of Aria - First","ELE-F",,
604761,"Duskblade (Normal)","ELE223","Majestic","Tales of Aria - Unlimited","ELE-U",,
604762,"Duskblade (Rainbow Foil)","ELE223","Majestic","Tales of Aria - Unlimited","ELE-U",,
770946,"Dust from Stillwater Shrine (Rainbow Foil)","235","Majestic","Part the Mistveil","MST",,
770945,"Dust from Stillwater Shrine (Regular)","235","Majestic","Part the Mistveil","MST",,
735172,"Dust from the Chrome Caverns (Rainbow Foil)","246","Majestic","Bright Lights","EVO",,
735171,"Dust from the Chrome Caverns (Regular)","246","Majestic","Bright Lights","EVO",,
787692,"Dust from the Fertile Fields (Rainbow Foil)","252","Majestic","Rosetta","ROS",,
787691,"Dust from the Fertile Fields (Regular)","252","Majestic","Rosetta","ROS",,
684585,"Dust from the Golden Plains (Rainbow Foil)","002","Majestic","Dynasty","DYN",,
684584,"Dust from the Golden Plains (Regular)","002","Majestic","Dynasty","DYN",,
684586,"Dust from the Red Desert (Rainbow Foil)","003","Majestic","Dynasty","DYN",,
684587,"Dust from the Red Desert (Regular)","003","Majestic","Dynasty","DYN",,
684589,"Dust from the Shadow Crypts (Rainbow Foil)","004","Majestic","Dynasty","DYN",,
684588,"Dust from the Shadow Crypts (Regular)","004","Majestic","Dynasty","DYN",,
663442,"Dust Runner Outlaw (Blue) (Rainbow Foil)","068","Common","Uprising","UPR",,
663443,"Dust Runner Outlaw (Blue) (Regular)","068","Common","Uprising","UPR",,
665975,"Dust Runner Outlaw (Blue) (Regular)","FAI024","Common","Uprising - Fai Blitz Deck","FAI",,
663438,"Dust Runner Outlaw (Red) (Rainbow Foil)","066","Common","Uprising","UPR",,
663439,"Dust Runner Outlaw (Red) (Regular)","066","Common","Uprising","UPR",,
665969,"Dust Runner Outlaw (Red) (Regular)","FAI018","Common","Uprising - Fai Blitz Deck","FAI",,
806771,"Dust Runner Outlaw (Red) (Regular)","066","Common","The Hunted","HNT",,
812072,"Dust Runner Outlaw (Red) (Regular)","011","Common","The Hunted - Cindra Blitz Deck","CIN",,
663441,"Dust Runner Outlaw (Yellow) (Rainbow Foil)","067","Common","Uprising","UPR",,
663440,"Dust Runner Outlaw (Yellow) (Regular)","067","Common","Uprising","UPR",,
663146,"Dustup (Blue) (Rainbow Foil)","026","Common","Uprising","UPR",,
663145,"Dustup (Blue) (Regular)","026","Common","Uprising","UPR",,
663142,"Dustup (Red) (Rainbow Foil)","024","Common","Uprising","UPR",,
663141,"Dustup (Red) (Regular)","024","Common","Uprising","UPR",,
665927,"Dustup (Red) (Regular)","DRO014","Common","Uprising - Dromai Blitz Deck","DRO",,
663143,"Dustup (Yellow) (Rainbow Foil)","025","Common","Uprising","UPR",,
663144,"Dustup (Yellow) (Regular)","025","Common","Uprising","UPR",,
755409,"Dyadic Carapace (Cold Foil Golden)","142","Promo","FAB Promos","FAB",,
721503,"Dyadic Carapace (Extended Art Cold Foil)","211","Legendary","Dusk till Dawn","DTD",,
721504,"Dyadic Carapace (Rainbow Foil)","211","Legendary","Dusk till Dawn","DTD",,
799953,"Dyadic Carapace (Regular)","007","Legendary","Archive Pack - Rosetta","RAP",,
806848,"Dynastic Dedication (Rainbow Foil)","108","Common","The Hunted","HNT",,
806847,"Dynastic Dedication (Regular)","108","Common","The Hunted","HNT",,
812520,"Dynastic Dedication (Regular)","011","Common","The Hunted - Fang Blitz Deck","FNG",,
787011,"Earth Form (Blue) (Rainbow Foil)","038","Rare","Rosetta","ROS",,
787010,"Earth Form (Blue) (Regular)","038","Rare","Rosetta","ROS",,
810799,"Earth Form (Blue) (Regular)","021","Rare","Rosetta - Florian Blitz Deck","FLR",,
778628,"Earth Form (Extended Art Rainbow Foil)","307","Promo","LGS Promos","LGS",,
787007,"Earth Form (Red) (Rainbow Foil)","036","Rare","Rosetta","ROS",,
787006,"Earth Form (Red) (Regular)","036","Rare","Rosetta","ROS",,
800811,"Earth Form (Red) (Regular)","009","Rare","Armory Deck Origins: Jarl Vetreidi","AJV",,
787009,"Earth Form (Yellow) (Rainbow Foil)","037","Rare","Rosetta","ROS",,
787008,"Earth Form (Yellow) (Regular)","037","Rare","Rosetta","ROS",,
787003,"Earth's Embrace (Rainbow Foil)","034","Majestic","Rosetta","ROS",,
787002,"Earth's Embrace (Regular)","034","Majestic","Rosetta","ROS",,
654135,"Earthlore Bounty (Cold Foil Golden)","076","Promo","FAB Promos","FAB",,
607765,"Earthlore Bounty (Cold Foil)","020","Majestic","Everfest - First","EVR-F",,
607764,"Earthlore Bounty (Regular)","020","Majestic","Everfest - First","EVR-F",,
700363,"Earthlore Bounty (Regular)","316","Majestic","History Pack 2 - Black Label","2HP-BL",,
804456,"Earthlore Bounty (Regular)","065","Majestic","Archive Mastery Pack - Guardian","GAP",,
740255,"Earthlore Empowerment (Red) (Regular)","038","Common","Round the Table: TCC x LSS","TCC",,
804488,"Earthlore Empowerment (Red) (Regular)","097","Common","Archive Mastery Pack - Guardian","GAP",,
740258,"Earthlore Empowerment (Yellow) (Regular)","043","Common","Round the Table: TCC x LSS","TCC",,
804489,"Earthlore Empowerment (Yellow) (Regular)","098","Common","Archive Mastery Pack - Guardian","GAP",,
604144,"Earthlore Surge (Blue) (Normal)","ELE139","Common","Tales of Aria - First","ELE-F",,
604600,"Earthlore Surge (Blue) (Normal)","ELE139","Common","Tales of Aria - Unlimited","ELE-U",,
604145,"Earthlore Surge (Blue) (Rainbow Foil)","ELE139","Common","Tales of Aria - First","ELE-F",,
604601,"Earthlore Surge (Blue) (Rainbow Foil)","ELE139","Common","Tales of Aria - Unlimited","ELE-U",,
605264,"Earthlore Surge (Blue) (Regular)","027","Common","Tales of Aria - Oldhim Blitz Deck","OLD",,
605230,"Earthlore Surge (Blue) (Regular)","024","Common","Tales of Aria - Briar Blitz Deck","BRI",,
700129,"Earthlore Surge (Blue) (Regular)","100","Common","History Pack 2 - Black Label","2HP-BL",,
804419,"Earthlore Surge (Blue) (Regular)","028","Common","Archive Mastery Pack - Guardian","GAP",,
604140,"Earthlore Surge (Red) (Normal)","ELE137","Common","Tales of Aria - First","ELE-F",,
604596,"Earthlore Surge (Red) (Normal)","ELE137","Common","Tales of Aria - Unlimited","ELE-U",,
604141,"Earthlore Surge (Red) (Rainbow Foil)","ELE137","Common","Tales of Aria - First","ELE-F",,
604597,"Earthlore Surge (Red) (Rainbow Foil)","ELE137","Common","Tales of Aria - Unlimited","ELE-U",,
605225,"Earthlore Surge (Red) (Regular)","019","Common","Tales of Aria - Briar Blitz Deck","BRI",,
700127,"Earthlore Surge (Red) (Regular)","098","Common","History Pack 2 - Black Label","2HP-BL",,
804418,"Earthlore Surge (Red) (Regular)","027","Common","Archive Mastery Pack - Guardian","GAP",,
604142,"Earthlore Surge (Yellow) (Normal)","ELE138","Common","Tales of Aria - First","ELE-F",,
604598,"Earthlore Surge (Yellow) (Normal)","ELE138","Common","Tales of Aria - Unlimited","ELE-U",,
604143,"Earthlore Surge (Yellow) (Rainbow Foil)","ELE138","Common","Tales of Aria - First","ELE-F",,
604599,"Earthlore Surge (Yellow) (Rainbow Foil)","ELE138","Common","Tales of Aria - Unlimited","ELE-U",,
700128,"Earthlore Surge (Yellow) (Regular)","099","Common","History Pack 2 - Black Label","2HP-BL",,
653966,"Ebon Fold (Cold Foil Golden)","072","Promo","FAB Promos","FAB",,
602939,"Ebon Fold (Cold Foil)","MON188","Common","Monarch - First","MON-F",,
602938,"Ebon Fold (Normal)","MON188","Common","Monarch - First","MON-F",,
603527,"Ebon Fold (Normal)","MON188","Common","Monarch - Unlimited","MON-U",,
603822,"Ebon Fold (Normal)","004","Common","Monarch - Levia Blitz Deck","LEV",,
603851,"Ebon Fold (Normal)","004","Common","Monarch - Chane Blitz Deck","CHN",,
603528,"Ebon Fold (Rainbow Foil)","MON188","Common","Monarch - Unlimited","MON-U",,
700305,"Ebon Fold (Regular)","275","Common","History Pack 2 - Black Label","2HP-BL",,
858780,"Echo Casque (Rainbow Foil)","003","Rare","Armory Deck: Rhinar","ARR",,
787082,"Eclectic Magnetism (Rainbow Foil)","075","Majestic","Rosetta","ROS",,
787081,"Eclectic Magnetism (Regular)","075","Majestic","Rosetta","ROS",,
602941,"Eclipse (Cold Foil)","MON190","Legendary","Monarch - First","MON-F",,
603530,"Eclipse (Rainbow Foil)","MON190","Legendary","Monarch - Unlimited","MON-U",,
700307,"Eclipse (Regular)","277","Legendary","History Pack 2 - Black Label","2HP-BL",,
604932,"Eclipse Existence (Cold Foil)","045","Promo","LGS Promos","LGS",,
602996,"Eclipse Existence (Normal)","MON218","Common","Monarch - First","MON-F",,
603585,"Eclipse Existence (Normal)","MON218","Common","Monarch - Unlimited","MON-U",,
602997,"Eclipse Existence (Rainbow Foil)","MON218","Common","Monarch - First","MON-F",,
603586,"Eclipse Existence (Rainbow Foil)","MON218","Common","Monarch - Unlimited","MON-U",,
700321,"Eclipse Existence (Regular)","291","Common","History Pack 2 - Black Label","2HP-BL",,
760454,"Edge Ahead (Blue) (Extended Art Regular)","025","Common","Heavy Hitters - Olympia Blitz Deck","OLA",,
751397,"Edge Ahead (Blue) (Rainbow Foil)","126","Common","Heavy Hitters","HVY",,
751396,"Edge Ahead (Blue) (Regular)","126","Common","Heavy Hitters","HVY",,
760444,"Edge Ahead (Red) (Extended Art Regular)","015","Common","Heavy Hitters - Olympia Blitz Deck","OLA",,
751393,"Edge Ahead (Red) (Rainbow Foil)","124","Common","Heavy Hitters","HVY",,
751392,"Edge Ahead (Red) (Regular)","124","Common","Heavy Hitters","HVY",,
760448,"Edge Ahead (Yellow) (Extended Art Regular)","019","Common","Heavy Hitters - Olympia Blitz Deck","OLA",,
751395,"Edge Ahead (Yellow) (Rainbow Foil)","125","Common","Heavy Hitters","HVY",,
751394,"Edge Ahead (Yellow) (Regular)","125","Common","Heavy Hitters","HVY",,
862020,"Edge of Autumn (Cold Foil Golden)","362","Promo","FAB Promos","FAB",,
602118,"Edge of Autumn (Cold Foil)","CRU050","Rare","Crucible of War - First","CRU-F",,
600002,"Edge of Autumn (Normal)","002","Promo","Ira Welcome Deck","IRA",,
602117,"Edge of Autumn (Normal)","CRU050","Rare","Crucible of War - First","CRU-F",,
602296,"Edge of Autumn (Normal)","CRU050","Rare","Crucible of War - Unlimited","CRU-U",,
602297,"Edge of Autumn (Rainbow Foil)","CRU050","Rare","Crucible of War - Unlimited","CRU-U",,
746160,"Edge of Autumn (Rainbow Foil)","078","Rare","Round the Table: TCC x LSS","TCC",,
655104,"Edge of Autumn (Regular)","090","Rare","History Pack 1","1HP",,
666936,"Edge of Autumn (Regular)","090","Rare","History Pack 1 - Black Label","1HP-BL",,
833723,"Edge of Autumn (Regular)","002","Rare","Armory Deck: Ira","ASR",,
849664,"Edge of Their Seats (Blue) (Rainbow Foil)","203","Common","Super Slam","SUP",,
849663,"Edge of Their Seats (Blue) (Regular)","203","Common","Super Slam","SUP",,
849969,"Edge of Their Seats (Blue) (Regular)","023","Common","Armory Deck: Pleiades","APS",,
861841,"Edge of Their Seats (Red) (Extended Art Cold Foil)","437","Promo","LGS Promos","LGS",,
849657,"Edge of Their Seats (Red) (Rainbow Foil)","201","Common","Super Slam","SUP",,
849656,"Edge of Their Seats (Red) (Regular)","201","Common","Super Slam","SUP",,
849958,"Edge of Their Seats (Red) (Regular)","012","Common","Armory Deck: Pleiades","APS",,
849661,"Edge of Their Seats (Yellow) (Rainbow Foil)","202","Common","Super Slam","SUP",,
849660,"Edge of Their Seats (Yellow) (Regular)","202","Common","Super Slam","SUP",,
601327,"Eirina's Prayer (Blue) (Normal)","ARC175-R","Rare","Arcane Rising - First","ARC-F",,
601745,"Eirina's Prayer (Blue) (Normal)","ARC175","Rare","Arcane Rising - Unlimited","ARC-U",,
601326,"Eirina's Prayer (Blue) (Rainbow Foil)","ARC175-R","Rare","Arcane Rising - First","ARC-F",,
601744,"Eirina's Prayer (Blue) (Rainbow Foil)","ARC175","Rare","Arcane Rising - Unlimited","ARC-U",,
655220,"Eirina's Prayer (Blue) (Regular)","386","Rare","History Pack 1","1HP",,
667029,"Eirina's Prayer (Blue) (Regular)","386","Rare","History Pack 1 - Black Label","1HP-BL",,
601323,"Eirina's Prayer (Red) (Normal)","ARC173-R","Rare","Arcane Rising - First","ARC-F",,
601741,"Eirina's Prayer (Red) (Normal)","ARC173","Rare","Arcane Rising - Unlimited","ARC-U",,
601322,"Eirina's Prayer (Red) (Rainbow Foil)","ARC173-R","Rare","Arcane Rising - First","ARC-F",,
601740,"Eirina's Prayer (Red) (Rainbow Foil)","ARC173","Rare","Arcane Rising - Unlimited","ARC-U",,
655218,"Eirina's Prayer (Red) (Regular)","384","Rare","History Pack 1","1HP",,
667027,"Eirina's Prayer (Red) (Regular)","384","Rare","History Pack 1 - Black Label","1HP-BL",,
601325,"Eirina's Prayer (Yellow) (Normal)","ARC174-R","Rare","Arcane Rising - First","ARC-F",,
601743,"Eirina's Prayer (Yellow) (Normal)","ARC174","Rare","Arcane Rising - Unlimited","ARC-U",,
601324,"Eirina's Prayer (Yellow) (Rainbow Foil)","ARC174-R","Rare","Arcane Rising - First","ARC-F",,
601742,"Eirina's Prayer (Yellow) (Rainbow Foil)","ARC174","Rare","Arcane Rising - Unlimited","ARC-U",,
655219,"Eirina's Prayer (Yellow) (Regular)","385","Rare","History Pack 1","1HP",,
667028,"Eirina's Prayer (Yellow) (Regular)","385","Rare","History Pack 1 - Black Label","1HP-BL",,
604830,"Electrify (Blue) (Alternate Art Rainbow Foil)","048","Promo","FAB Promos","FAB",,
604265,"Electrify (Blue) (Normal)","ELE200","Common","Tales of Aria - First","ELE-F",,
604720,"Electrify (Blue) (Normal)","ELE200","Common","Tales of Aria - Unlimited","ELE-U",,
604266,"Electrify (Blue) (Rainbow Foil)","ELE200","Common","Tales of Aria - First","ELE-F",,
604721,"Electrify (Blue) (Rainbow Foil)","ELE200","Common","Tales of Aria - Unlimited","ELE-U",,
605289,"Electrify (Blue) (Regular)","020","Common","Tales of Aria - Lexi Blitz Deck","LXI",,
700172,"Electrify (Blue) (Regular)","143","Common","History Pack 2 - Black Label","2HP-BL",,
604261,"Electrify (Red) (Normal)","ELE198","Common","Tales of Aria - First","ELE-F",,
604716,"Electrify (Red) (Normal)","ELE198","Common","Tales of Aria - Unlimited","ELE-U",,
604262,"Electrify (Red) (Rainbow Foil)","ELE198","Common","Tales of Aria - First","ELE-F",,
604717,"Electrify (Red) (Rainbow Foil)","ELE198","Common","Tales of Aria - Unlimited","ELE-U",,
605285,"Electrify (Red) (Regular)","016","Common","Tales of Aria - Lexi Blitz Deck","LXI",,
700170,"Electrify (Red) (Regular)","141","Common","History Pack 2 - Black Label","2HP-BL",,
800056,"Electrify (Red) (Regular)","106","Common","Archive Pack - Rosetta","RAP",,
604263,"Electrify (Yellow) (Normal)","ELE199","Common","Tales of Aria - First","ELE-F",,
604718,"Electrify (Yellow) (Normal)","ELE199","Common","Tales of Aria - Unlimited","ELE-U",,
604264,"Electrify (Yellow) (Rainbow Foil)","ELE199","Common","Tales of Aria - First","ELE-F",,
604719,"Electrify (Yellow) (Rainbow Foil)","ELE199","Common","Tales of Aria - Unlimited","ELE-U",,
605236,"Electrify (Yellow) (Regular)","030","Common","Tales of Aria - Briar Blitz Deck","BRI",,
700171,"Electrify (Yellow) (Regular)","142","Common","History Pack 2 - Black Label","2HP-BL",,
787107,"Electromagnetic Somersault (Blue) (Rainbow Foil)","087","Rare","Rosetta","ROS",,
787106,"Electromagnetic Somersault (Blue) (Regular)","087","Rare","Rosetta","ROS",,
787103,"Electromagnetic Somersault (Red) (Rainbow Foil)","085","Rare","Rosetta","ROS",,
787102,"Electromagnetic Somersault (Red) (Regular)","085","Rare","Rosetta","ROS",,
814017,"Electromagnetic Somersault (Red) (Regular)","019","Rare","Armory Deck: Aurora","AST",,
787105,"Electromagnetic Somersault (Yellow) (Rainbow Foil)","086","Rare","Rosetta","ROS",,
787104,"Electromagnetic Somersault (Yellow) (Regular)","086","Rare","Rosetta","ROS",,
783236,"Electrostatic Discharge (Blue) (Extended Art Rainbow Foil)","349","Promo","LGS Promos","LGS",,
787148,"Electrostatic Discharge (Blue) (Rainbow Foil)","112","Common","Rosetta","ROS",,
787147,"Electrostatic Discharge (Blue) (Regular)","112","Common","Rosetta","ROS",,
810711,"Electrostatic Discharge (Blue) (Regular)","024","Common","Rosetta - Aurora Blitz Deck","AUA",,
783234,"Electrostatic Discharge (Red) (Extended Art Rainbow Foil)","347","Promo","LGS Promos","LGS",,
787144,"Electrostatic Discharge (Red) (Rainbow Foil)","110","Common","Rosetta","ROS",,
787143,"Electrostatic Discharge (Red) (Regular)","110","Common","Rosetta","ROS",,
810705,"Electrostatic Discharge (Red) (Regular)","018","Common","Rosetta - Aurora Blitz Deck","AUA",,
810825,"Electrostatic Discharge (Red) (Regular)","020","Common","Rosetta - Oscilio Blitz Deck","OSC",,
814018,"Electrostatic Discharge (Red) (Regular)","020","Common","Armory Deck: Aurora","AST",,
783235,"Electrostatic Discharge (Yellow) (Extended Art Rainbow Foil)","348","Promo","LGS Promos","LGS",,
787146,"Electrostatic Discharge (Yellow) (Rainbow Foil)","111","Common","Rosetta","ROS",,
